<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
120423;000000;24.7700000;24.9700000;24.4200000;24.8000000;24524200
130423;000000;24.8050000;24.9500000;24.3200000;24.7300000;19916200
140423;000000;24.6850000;24.7900000;24.4900000;24.6350000;10393000
170423;000000;24.7300000;25.1900000;24.5050000;25.1300000;29602600
180423;000000;25.1400000;25.4300000;24.8950000;25.1250000;25340800
190423;000000;25.1000000;25.1850000;24.7300000;24.9350000;20562600
200423;000000;24.9000000;25.3450000;24.5150000;25.2700000;58944500
210423;000000;25.2900000;26.3450000;25.1850000;26.3250000;91512900
240423;000000;26.3300000;26.6950000;25.6200000;26.0150000;64902200
250423;000000;26.0150000;26.2550000;25.4250000;25.5300000;36223500
260423;000000;25.4700000;25.5950000;24.8300000;25.1650000;27315500
270423;000000;25.2000000;25.6000000;25.0500000;25.5100000;21004300
280423;000000;25.5550000;25.6000000;24.9100000;25.0850000;14386700
020523;000000;25.1150000;25.2650000;24.3450000;24.5700000;19422000
030523;000000;24.5000000;24.5550000;23.4100000;23.5100000;42318700
040523;000000;23.5200000;23.8200000;23.2800000;23.5550000;22581300
050523;000000;23.5950000;23.7250000;23.2500000;23.3000000;12348600
080523;000000;23.3000000;23.4350000;23.1400000;23.2000000;6844300
100523;000000;23.2650000;23.8300000;23.2050000;23.8000000;18825800
110523;000000;23.8500000;24.3450000;23.4000000;23.7950000;33724200
120523;000000;23.9000000;24.0350000;23.6000000;23.9350000;14523500
150523;000000;24.0500000;25.3300000;24.0050000;25.2650000;61411500
160523;000000;25.3600000;25.4850000;24.7650000;25.0950000;23421100
170523;000000;25.1100000;25.1850000;24.6550000;25.0300000;24552200
180523;000000;25.1200000;25.6950000;23.6300000;24.3050000;113532500
190523;000000;24.2000000;24.6700000;24.0200000;24.3300000;29427600
220523;000000;24.4950000;24.5250000;23.9200000;24.0500000;16906200
230523;000000;24.0950000;24.4850000;23.8500000;24.3500000;17511600
240523;000000;24.4200000;24.4550000;24.1400000;24.2400000;12433200
250523;000000;24.2750000;24.3750000;24.0050000;24.1550000;12448500
260523;000000;24.1600000;24.5000000;24.0600000;24.3400000;12815400
290523;000000;24.4800000;24.8200000;24.3100000;24.7850000;18397600
300523;000000;24.5900000;24.7950000;24.1000000;24.1950000;17346900
310523;000000;24.1400000;24.5050000;24.0550000;24.4250000;10987600
010623;000000;24.4750000;24.8550000;24.2950000;24.7000000;19123200
020623;000000;24.7000000;25.2850000;24.6650000;25.2000000;20187400
