<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
241023;000000;0.0260950;0.0267650;0.0259850;0.0266150;107798020000
251023;000000;0.0266050;0.0268700;0.0263000;0.0263950;94767310000
261023;000000;0.0264650;0.0265400;0.0255000;0.0255500;158762860000
271023;000000;0.0256000;0.0257000;0.0249500;0.0253300;140057680000
301023;000000;0.0253000;0.0254900;0.0250950;0.0251600;52384930000
311023;000000;0.0251000;0.0254100;0.0249000;0.0253150;79426890000
011123;000000;0.0253400;0.0255450;0.0251200;0.0252000;71075430000
021123;000000;0.0252600;0.0253350;0.0249200;0.0250550;64621180000
031123;000000;0.0250500;0.0251200;0.0246950;0.0249000;65087280000
061123;000000;0.0249350;0.0253700;0.0249050;0.0253650;39987160000
071123;000000;0.0253550;0.0255450;0.0251050;0.0251700;65431240000
081123;000000;0.0251800;0.0254450;0.0250550;0.0252150;62732060000
091123;000000;0.0252200;0.0252650;0.0249400;0.0250050;52121090000
101123;000000;0.0250150;0.0251450;0.0248450;0.0249050;55428570000
131123;000000;0.0249100;0.0250000;0.0247050;0.0247750;54188560000
141123;000000;0.0246950;0.0246950;0.0240100;0.0241050;123504570000
151123;000000;0.0240950;0.0246250;0.0240550;0.0244350;84546770000
161123;000000;0.0244400;0.0245750;0.0241000;0.0241500;42832480000
171123;000000;0.0241300;0.0244400;0.0239400;0.0243850;59389980000
201123;000000;0.0244450;0.0245950;0.0242200;0.0244150;42497960000
211123;000000;0.0243400;0.0245500;0.0242550;0.0244800;34134110000
221123;000000;0.0245150;0.0252000;0.0244850;0.0252000;94663420000
231123;000000;0.0252000;0.0253000;0.0248600;0.0249100;55772950000
241123;000000;0.0249350;0.0251600;0.0247100;0.0248450;61260860000
271123;000000;0.0248800;0.0249950;0.0242500;0.0243000;69215110000
281123;000000;0.0244250;0.0244300;0.0237800;0.0241300;74849150000
291123;000000;0.0241500;0.0242950;0.0238600;0.0239000;43809670000
301123;000000;0.0238900;0.0239500;0.0235000;0.0238850;72907910000
011223;000000;0.0238700;0.0241250;0.0235200;0.0236100;60649830000
041223;000000;0.0235900;0.0235900;0.0224700;0.0225450;110411120000
051223;000000;0.0226600;0.0229000;0.0223300;0.0228850;97954880000
061223;000000;0.0228800;0.0229650;0.0219450;0.0220700;128677490000
071223;000000;0.0221500;0.0228650;0.0220250;0.0224600;148413590000
081223;000000;0.0224850;0.0226400;0.0221250;0.0223300;64774680000
111223;000000;0.0223650;0.0225950;0.0219600;0.0220450;105363360000
121223;000000;0.0220700;0.0228950;0.0220650;0.0223500;141145970000
131223;000000;0.0222600;0.0227850;0.0221700;0.0227850;75449510000
141223;000000;0.0228750;0.0231500;0.0224050;0.0226000;93073040000
151223;000000;0.0225800;0.0236200;0.0224850;0.0234850;129704970000
181223;000000;0.0235800;0.0239300;0.0233050;0.0234600;101446570000
191223;000000;0.0232500;0.0235700;0.0230700;0.0235500;74756520000
201223;000000;0.0235400;0.0236750;0.0232500;0.0233050;53992010000
211223;000000;0.0233000;0.0234500;0.0227500;0.0229350;96476550000
221223;000000;0.0229850;0.0233050;0.0228150;0.0229750;101051910000
251223;000000;0.0230500;0.0232300;0.0227950;0.0231950;61749950000
261223;000000;0.0231400;0.0232650;0.0229650;0.0231600;62627990000
271223;000000;0.0231900;0.0231950;0.0228200;0.0228750;59567260000
281223;000000;0.0229200;0.0229900;0.0226450;0.0226950;52211700000
291223;000000;0.0227300;0.0230500;0.0226500;0.0226800;54701150000
