<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
050623;000000;14804.0000000;15182.0000000;14706.0000000;14764.0000000;137979
060623;000000;14768.0000000;14814.0000000;14516.0000000;14644.0000000;93006
070623;000000;14650.0000000;14716.0000000;14580.0000000;14628.0000000;42731
080623;000000;14628.0000000;14760.0000000;14584.0000000;14738.0000000;33543
090623;000000;14784.0000000;15074.0000000;14750.0000000;14840.0000000;90453
130623;000000;14858.0000000;15098.0000000;14852.0000000;15094.0000000;68438
140623;000000;15110.0000000;15288.0000000;15000.0000000;15052.0000000;112741
150623;000000;15054.0000000;15344.0000000;15006.0000000;15286.0000000;111945
160623;000000;15308.0000000;15434.0000000;15178.0000000;15362.0000000;81087
190623;000000;15348.0000000;15548.0000000;15330.0000000;15510.0000000;101712
200623;000000;15504.0000000;15510.0000000;15200.0000000;15332.0000000;80956
210623;000000;15334.0000000;15446.0000000;15200.0000000;15306.0000000;71918
220623;000000;15306.0000000;15340.0000000;15122.0000000;15178.0000000;47050
230623;000000;15174.0000000;15280.0000000;14938.0000000;14988.0000000;72281
260623;000000;15092.0000000;15200.0000000;14762.0000000;14862.0000000;105884
270623;000000;14910.0000000;14944.0000000;14692.0000000;14842.0000000;128849
280623;000000;14918.0000000;14988.0000000;14876.0000000;14934.0000000;92263
290623;000000;14960.0000000;15062.0000000;14786.0000000;14882.0000000;104195
300623;000000;14924.0000000;14946.0000000;14670.0000000;14726.0000000;120722
030723;000000;14820.0000000;14870.0000000;14606.0000000;14702.0000000;136483
040723;000000;14724.0000000;14840.0000000;14654.0000000;14744.0000000;113342
050723;000000;14816.0000000;14916.0000000;14748.0000000;14868.0000000;115217
060723;000000;14928.0000000;15290.0000000;14928.0000000;15162.0000000;259947
070723;000000;15200.0000000;15240.0000000;15024.0000000;15080.0000000;80543
100723;000000;15200.0000000;15338.0000000;15102.0000000;15264.0000000;125806
110723;000000;15276.0000000;15302.0000000;15180.0000000;15302.0000000;68798
120723;000000;15316.0000000;15514.0000000;15260.0000000;15454.0000000;105759
130723;000000;15500.0000000;15698.0000000;15336.0000000;15540.0000000;191659
140723;000000;15530.0000000;15550.0000000;15376.0000000;15504.0000000;77357
170723;000000;15436.0000000;15818.0000000;15404.0000000;15774.0000000;146623
180723;000000;15790.0000000;16344.0000000;15720.0000000;16336.0000000;239498
190723;000000;16348.0000000;16880.0000000;16100.0000000;16546.0000000;290237
200723;000000;16610.0000000;16610.0000000;15850.0000000;15904.0000000;281285
210723;000000;15900.0000000;16248.0000000;15882.0000000;16082.0000000;172705
240723;000000;16182.0000000;16282.0000000;15884.0000000;16126.0000000;170484
250723;000000;16130.0000000;16320.0000000;16050.0000000;16260.0000000;105784
260723;000000;16266.0000000;16374.0000000;16108.0000000;16170.0000000;111028
270723;000000;16196.0000000;16344.0000000;16180.0000000;16190.0000000;78509
280723;000000;16196.0000000;16296.0000000;16152.0000000;16236.0000000;81394
310723;000000;16300.0000000;16730.0000000;16294.0000000;16712.0000000;203580
010823;000000;16794.0000000;17124.0000000;16676.0000000;17000.0000000;255884
020823;000000;16978.0000000;16978.0000000;16520.0000000;16560.0000000;300613
030823;000000;16560.0000000;16676.0000000;16250.0000000;16650.0000000;206846
040823;000000;16658.0000000;16874.0000000;16272.0000000;16338.0000000;246501
070823;000000;16364.0000000;16538.0000000;16010.0000000;16154.0000000;167334
080823;000000;16148.0000000;16274.0000000;15862.0000000;16106.0000000;158445
090823;000000;16140.0000000;16242.0000000;16012.0000000;16192.0000000;95089
100823;000000;16228.0000000;16494.0000000;16222.0000000;16464.0000000;106008
110823;000000;16468.0000000;16580.0000000;16370.0000000;16460.0000000;92506
140823;000000;16552.0000000;16852.0000000;16190.0000000;16280.0000000;221596
150823;000000;16196.0000000;16506.0000000;16040.0000000;16170.0000000;143595
160823;000000;16200.0000000;16290.0000000;15830.0000000;15908.0000000;154304
170823;000000;15992.0000000;16098.0000000;15700.0000000;15924.0000000;153114
180823;000000;15932.0000000;16284.0000000;15748.0000000;16198.0000000;139628
210823;000000;16280.0000000;16334.0000000;16072.0000000;16262.0000000;91487
220823;000000;16306.0000000;16398.0000000;16170.0000000;16270.0000000;93344
230823;000000;16308.0000000;16340.0000000;15936.0000000;16010.0000000;150708
240823;000000;16000.0000000;16148.0000000;15964.0000000;16082.0000000;102589
250823;000000;16082.0000000;16146.0000000;15980.0000000;16144.0000000;66634
280823;000000;16204.0000000;16842.0000000;16194.0000000;16780.0000000;258935
290823;000000;16790.0000000;16848.0000000;16522.0000000;16628.0000000;146355
300823;000000;16640.0000000;16850.0000000;16506.0000000;16680.0000000;107415
310823;000000;16692.0000000;16970.0000000;16654.0000000;16832.0000000;137361
010923;000000;16886.0000000;16946.0000000;16738.0000000;16786.0000000;78060
040923;000000;16846.0000000;17168.0000000;16816.0000000;17112.0000000;151369
050923;000000;17136.0000000;17240.0000000;16904.0000000;17060.0000000;135686
060923;000000;17060.0000000;17072.0000000;16868.0000000;16900.0000000;84887
070923;000000;16922.0000000;17196.0000000;16376.0000000;16466.0000000;306877
080923;000000;16494.0000000;16504.0000000;16170.0000000;16320.0000000;141843
110923;000000;16298.0000000;16376.0000000;16144.0000000;16250.0000000;132980
120923;000000;16336.0000000;16548.0000000;16276.0000000;16470.0000000;138519
130923;000000;16526.0000000;16600.0000000;16312.0000000;16392.0000000;62723
140923;000000;16390.0000000;16392.0000000;16026.0000000;16300.0000000;116471
150923;000000;16300.0000000;16550.0000000;16266.0000000;16436.0000000;104325
180923;000000;16496.0000000;16540.0000000;16240.0000000;16308.0000000;92097
190923;000000;16286.0000000;16354.0000000;15950.0000000;15998.0000000;137724
200923;000000;16008.0000000;16500.0000000;15896.0000000;16190.0000000;163200
210923;000000;16148.0000000;16360.0000000;15958.0000000;16018.0000000;158653
220923;000000;16000.0000000;16120.0000000;15826.0000000;15992.0000000;118611
250923;000000;16016.0000000;16042.0000000;15850.0000000;15872.0000000;53463
260923;000000;15876.0000000;16096.0000000;15730.0000000;15946.0000000;112229
270923;000000;16024.0000000;16092.0000000;15920.0000000;16074.0000000;58141
280923;000000;16088.0000000;16392.0000000;16030.0000000;16304.0000000;106817
290923;000000;16326.0000000;16326.0000000;16034.0000000;16188.0000000;91236
021023;000000;16242.0000000;16348.0000000;16150.0000000;16172.0000000;46139
031023;000000;16176.0000000;16186.0000000;16012.0000000;16168.0000000;43948
041023;000000;16122.0000000;16270.0000000;16030.0000000;16030.0000000;70205
051023;000000;16056.0000000;16186.0000000;16004.0000000;16172.0000000;59500
061023;000000;16176.0000000;16276.0000000;16056.0000000;16268.0000000;61675
091023;000000;16246.0000000;16420.0000000;16188.0000000;16256.0000000;77617
101023;000000;16258.0000000;16312.0000000;16156.0000000;16294.0000000;42265
111023;000000;16324.0000000;16420.0000000;16034.0000000;16126.0000000;76271
121023;000000;16092.0000000;16330.0000000;16008.0000000;16278.0000000;60657
131023;000000;16286.0000000;16348.0000000;16216.0000000;16284.0000000;36648
161023;000000;16320.0000000;16470.0000000;16290.0000000;16432.0000000;69746
171023;000000;16450.0000000;16548.0000000;16378.0000000;16520.0000000;73908
181023;000000;16532.0000000;16538.0000000;16308.0000000;16472.0000000;84331
191023;000000;16420.0000000;16850.0000000;16402.0000000;16788.0000000;112095
201023;000000;16866.0000000;17484.0000000;16806.0000000;17122.0000000;369165
231023;000000;17214.0000000;17300.0000000;16852.0000000;17108.0000000;190131
241023;000000;17120.0000000;17266.0000000;16954.0000000;17196.0000000;85543
251023;000000;17196.0000000;17534.0000000;17080.0000000;17460.0000000;120884
261023;000000;17476.0000000;17776.0000000;17250.0000000;17250.0000000;199644
271023;000000;17276.0000000;17598.0000000;17100.0000000;17506.0000000;213573
301023;000000;17552.0000000;17888.0000000;17530.0000000;17572.0000000;159816
311023;000000;17550.0000000;17640.0000000;17352.0000000;17574.0000000;107411
011123;000000;17574.0000000;17828.0000000;17530.0000000;17804.0000000;69215
021123;000000;17792.0000000;18186.0000000;17768.0000000;18078.0000000;217012
031123;000000;18136.0000000;18336.0000000;17816.0000000;17898.0000000;360451
061123;000000;17990.0000000;18002.0000000;17600.0000000;17764.0000000;143475
