<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
030723;000000;240.0000000;244.5600000;239.1500000;243.3300000;47207170
040723;000000;243.4500000;243.7800000;240.6100000;240.7000000;41487820
050723;000000;241.4800000;241.9000000;240.2400000;240.9500000;19841190
060723;000000;241.4500000;242.4700000;240.7100000;240.9600000;23175870
070723;000000;241.2000000;243.7500000;240.7000000;243.6700000;30201090
100723;000000;244.2200000;249.4500000;244.2000000;249.4000000;64946220
110723;000000;250.0200000;250.2000000;246.5100000;247.9900000;49073930
120723;000000;248.3900000;249.2000000;246.1000000;247.5200000;39166310
130723;000000;247.9600000;248.1500000;245.3400000;246.1900000;29474970
140723;000000;246.3000000;247.0500000;244.5100000;246.4500000;25576610
170723;000000;244.7600000;246.2000000;243.6000000;245.3900000;35730950
180723;000000;245.6000000;247.5000000;245.2600000;246.7700000;35911790
190723;000000;247.2100000;248.1000000;245.0000000;245.8500000;31394740
200723;000000;246.2500000;246.2500000;242.1500000;242.7000000;35960520
210723;000000;243.1700000;244.5300000;241.7000000;244.1300000;32120690
240723;000000;243.9900000;245.8500000;243.5200000;244.8700000;19681330
250723;000000;245.3700000;247.7700000;244.8100000;247.2000000;39683790
260723;000000;247.2200000;248.3300000;245.9000000;247.0500000;26031980
270723;000000;247.5100000;249.3000000;247.2400000;247.9500000;39756100
280723;000000;247.9900000;249.4500000;246.6700000;249.2500000;35742280
310723;000000;251.3500000;267.7700000;251.3500000;267.4000000;167081570
010823;000000;268.9800000;273.3500000;264.1000000;268.5000000;162474350
020823;000000;268.5300000;269.9700000;266.5200000;268.5700000;48208590
030823;000000;269.0100000;271.3500000;266.8000000;269.1100000;75376240
040823;000000;269.4800000;272.9600000;261.2100000;264.1200000;132164900
070823;000000;266.5000000;268.0900000;260.5000000;261.9200000;61223950
080823;000000;261.9100000;265.4400000;258.8000000;264.6200000;65005790
090823;000000;265.4600000;265.8000000;263.0500000;263.9100000;34850720
100823;000000;264.7200000;267.5000000;263.9600000;266.9100000;37190100
110823;000000;267.2000000;267.4000000;264.8000000;266.2300000;24716230
140823;000000;267.3700000;268.7700000;259.1500000;260.4500000;86583040
150823;000000;259.1000000;264.1700000;256.6300000;260.4200000;58967150
160823;000000;261.2900000;261.6800000;254.3300000;256.0200000;71737910
170823;000000;257.1900000;258.8000000;255.5000000;258.5000000;35682720
180823;000000;258.3900000;261.3700000;257.3500000;261.1400000;30973320
210823;000000;262.3300000;263.0600000;259.5100000;261.1500000;35622200
220823;000000;261.9000000;262.1100000;259.8100000;261.4500000;25893210
230823;000000;261.5500000;261.8300000;256.0000000;256.4000000;53079140
240823;000000;257.6200000;259.9400000;256.4000000;259.6300000;26823420
250823;000000;258.8000000;261.6000000;257.6100000;260.5000000;28518670
280823;000000;261.2500000;267.8300000;260.8100000;266.9300000;57849930
290823;000000;266.6200000;267.5600000;265.1400000;265.6800000;35291820
300823;000000;265.7300000;267.3600000;263.1000000;264.7000000;38578950
310823;000000;265.0500000;266.2500000;264.3000000;264.8500000;22557030
010923;000000;265.4000000;265.6200000;264.0600000;265.0000000;19248500
040923;000000;266.5000000;269.1100000;266.0000000;267.3900000;47933710
050923;000000;266.9700000;267.9800000;261.0900000;264.7500000;39642920
060923;000000;264.3300000;264.6800000;262.3100000;263.5000000;28244090
070923;000000;263.5200000;264.9700000;256.1000000;258.7900000;67608570
080923;000000;258.4500000;259.3300000;253.1000000;255.6800000;49455340
110923;000000;257.0000000;258.3700000;255.1600000;256.2500000;43042300
120923;000000;257.6900000;262.4000000;257.0900000;262.4000000;45008650
130923;000000;262.3800000;262.7700000;257.5900000;258.1800000;29971320
140923;000000;258.8500000;261.3800000;255.0200000;260.0000000;46153720
150923;000000;259.8000000;262.7400000;258.5600000;260.8300000;35455920
180923;000000;262.0600000;263.0000000;258.7600000;259.0700000;28891500
190923;000000;258.9300000;259.3200000;251.5000000;252.7200000;89480280
200923;000000;252.8100000;255.4700000;249.8200000;253.7700000;66610520
210923;000000;252.9400000;254.2000000;249.8100000;250.1600000;58854870
220923;000000;249.8500000;253.1000000;248.6200000;251.9900000;40406630
250923;000000;252.1100000;253.4900000;249.8300000;252.6500000;31834270
260923;000000;252.2000000;257.1700000;250.9000000;255.8700000;42923170
270923;000000;256.2600000;257.8500000;254.6300000;256.1000000;27795730
280923;000000;256.2200000;258.2500000;255.5000000;257.6700000;26289900
290923;000000;257.9900000;262.5900000;256.7100000;260.7200000;68503050
021023;000000;261.3800000;261.9200000;257.0300000;258.9800000;35447350
031023;000000;258.9900000;260.5000000;257.2300000;259.6500000;23815150
041023;000000;259.0000000;260.3900000;258.2400000;259.5300000;18510890
051023;000000;260.7100000;261.3900000;258.2600000;259.3800000;23254560
061023;000000;259.7700000;263.4000000;257.8600000;262.9300000;31980230
091023;000000;263.0200000;265.9700000;263.0000000;265.2500000;45189600
101023;000000;264.9000000;265.1800000;257.0000000;263.0000000;33744090
111023;000000;263.1800000;263.9900000;259.5000000;260.2100000;29440350
121023;000000;260.0300000;264.5000000;259.6600000;264.5000000;27421510
131023;000000;264.7500000;265.0400000;262.7000000;263.5100000;18351530
161023;000000;263.9900000;269.2000000;263.5100000;268.1500000;53677710
171023;000000;268.2500000;271.9700000;266.9100000;270.0000000;51107660
181023;000000;270.0000000;271.1900000;266.1100000;267.9000000;40249640
191023;000000;267.1400000;271.0000000;266.2800000;268.6500000;33466930
201023;000000;268.5000000;270.3000000;266.5000000;269.8000000;32851790
231023;000000;270.4700000;274.1000000;269.6500000;270.1000000;62301840
241023;000000;270.0300000;272.0600000;268.6200000;271.2700000;27975250
251023;000000;271.5000000;274.9600000;270.5300000;273.7300000;41764060
261023;000000;274.1000000;276.0000000;269.1200000;269.9000000;59466100
271023;000000;270.0000000;271.9800000;266.8000000;269.7000000;49735190
301023;000000;269.9000000;271.5500000;268.6000000;269.8900000;33261680
311023;000000;269.9100000;270.5000000;266.8700000;268.3500000;26117980
011123;000000;268.2900000;270.3000000;267.6000000;269.6800000;20587810
021123;000000;270.0100000;270.9800000;268.5000000;269.0600000;25499750
031123;000000;269.0700000;269.7800000;267.2000000;268.5400000;20968810
061123;000000;269.0000000;273.8700000;268.6200000;273.4200000;29231770
071123;000000;273.0800000;274.7800000;272.2000000;273.3100000;32183320
081123;000000;273.5300000;278.3500000;273.2800000;278.1500000;58000060
091123;000000;278.6000000;278.8500000;276.0200000;276.6500000;28258660
101123;000000;276.9900000;281.3000000;276.6000000;280.1900000;44600220
131123;000000;280.4000000;284.8000000;280.3200000;283.9700000;45780320
141123;000000;283.6600000;283.8800000;280.5400000;280.8700000;40350240
151123;000000;280.8700000;283.9300000;278.5100000;282.8900000;41784490
161123;000000;282.4000000;283.6900000;279.5600000;279.7000000;24654700
171123;000000;279.6900000;282.5000000;278.6600000;281.6000000;31282610
201123;000000;281.8000000;284.2000000;281.6100000;282.9100000;25219810
211123;000000;282.2900000;283.8200000;281.6600000;282.7900000;19027720
221123;000000;283.1400000;286.6700000;282.8500000;286.1600000;47267490
231123;000000;286.1600000;287.7700000;285.0400000;286.1900000;27692900
241123;000000;286.4800000;287.5000000;285.1100000;286.8500000;26019540
271123;000000;287.4100000;289.0000000;278.8800000;282.3300000;79026910
281123;000000;282.4000000;282.5100000;277.3200000;279.9100000;45475110
291123;000000;279.4800000;280.5600000;276.2000000;276.8000000;29776060
301123;000000;276.7100000;278.6500000;272.7500000;277.5000000;55837620
011223;000000;277.0400000;277.9800000;273.5500000;273.9700000;31604310
041223;000000;273.5900000;274.9500000;270.5200000;270.9600000;37456310
051223;000000;271.9700000;279.6500000;270.5400000;279.6200000;46800410
061223;000000;279.9200000;280.7900000;266.8300000;267.5800000;99849690
071223;000000;267.7400000;270.4400000;263.0600000;265.1200000;63509590
081223;000000;266.0100000;268.2300000;263.7200000;265.1600000;35322130
111223;000000;265.1700000;266.4700000;254.8100000;256.8900000;77590450
121223;000000;256.7900000;262.8800000;255.0500000;257.6000000;63807080
131223;000000;257.5800000;261.3900000;256.5000000;260.4500000;29760860
141223;000000;261.4000000;262.7500000;255.5800000;256.6400000;40477500
151223;000000;256.6100000;268.9100000;256.6100000;268.2100000;84643800
